Member_number,Date,Is_Weekend,itemDescription,Category
3594,2015-09-11,False,tropical fruit,Produce
4129,2015-11-07,True,citrus fruit,Produce
2616,2015-05-16,True,pork,Meat
2539,2015-11-15,True,citrus fruit,Produce
2556,2015-08-28,False,newspapers,Other
3855,2015-06-18,False,curd,Other
2089,2015-10-15,False,whole milk,Dairy
2466,2015-08-28,False,sausage,Meat
1211,2015-04-19,True,UHT-milk,Dairy
1370,2015-07-05,True,tropical fruit,Produce
3779,2015-10-10,True,yogurt,Dairy
3498,2015-03-31,False,other vegetables,Produce
1613,2015-04-06,False,turkey,Other
1176,2015-08-17,False,pastry,Bakery
4027,2015-06-29,False,whipped/sour cream,Dairy
4389,2015-12-17,False,misc. beverages,Other
2578,2015-05-28,False,brown bread,Bakery
1342,2015-02-19,False,ham,Other
2210,2015-09-07,False,sausage,Meat
4807,2015-04-08,False,tropical fruit,Produce
2799,2015-09-10,False,citrus fruit,Produce
2957,2015-11-27,False,photo/film,Other
3566,2015-12-14,False,sausage,Meat
4768,2015-03-13,False,pork,Meat
4853,2015-10-04,True,frankfurter,Other
3791,2015-03-25,False,brown bread,Bakery
3235,2015-11-14,True,pork,Meat
3866,2015-07-07,False,chocolate,Other
4385,2015-11-17,False,frankfurter,Other
4938,2015-12-10,False,whole milk,Dairy
1528,2015-09-15,False,chicken,Meat
4273,2015-03-21,True,citrus fruit,Produce
1329,2015-05-23,True,hamburger meat,Other
4158,2015-11-11,False,root vegetables,Produce
1558,2015-04-06,False,finished products,Other
4782,2015-05-31,True,canned beer,Beverages
4606,2015-05-15,False,whole milk,Dairy
3066,2015-05-05,False,bottled water,Beverages
2299,2015-11-10,False,turkey,Other
3677,2015-09-01,False,turkey,Other
3947,2015-06-13,True,meat,Other
2475,2015-07-23,False,tropical fruit,Produce
4677,2015-04-09,False,detergent,Other
1890,2015-05-27,False,liquor,Other
3645,2015-12-05,True,citrus fruit,Produce
4951,2015-11-24,False,whole milk,Dairy
1718,2015-03-14,True,frankfurter,Other
1304,2015-08-17,False,frankfurter,Other
2018,2015-08-25,False,waffles,Other
3232,2015-06-10,False,whole milk,Dairy
4905,2015-11-25,False,berries,Other
1238,2015-03-01,True,frankfurter,Other
4892,2015-04-13,False,citrus fruit,Produce
4152,2015-06-18,False,soda,Beverages
1790,2015-02-05,False,pork,Meat
1874,2015-02-10,False,frankfurter,Other
4708,2015-06-06,True,ham,Other
3852,2015-04-01,False,citrus fruit,Produce
4688,2015-05-08,False,chicken,Meat
1042,2015-10-16,False,whole milk,Dairy
4908,2015-05-20,False,tropical fruit,Produce
1780,2015-07-12,True,curd,Other
1438,2015-05-11,False,sausage,Meat
1265,2015-01-19,False,hamburger meat,Other
3669,2015-02-10,False,citrus fruit,Produce
2412,2015-03-13,False,sausage,Meat
1818,2015-09-10,False,red/blush wine,Beverages
2601,2015-06-27,True,other vegetables,Produce
1905,2015-07-31,False,ham,Other
1407,2015-06-26,False,beef,Meat
3754,2015-01-02,False,pip fruit,Produce
2743,2015-05-05,False,beef,Meat
2211,2015-09-22,False,whole milk,Dairy
4138,2015-06-12,False,pork,Meat
4141,2015-11-12,False,frankfurter,Other
4826,2015-06-15,False,red/blush wine,Beverages
2685,2015-10-07,False,bottled water,Beverages
3793,2015-07-02,False,ham,Other
4687,2015-09-23,False,soda,Beverages
2277,2015-01-18,True,soda,Beverages
4518,2015-07-20,False,yogurt,Dairy
1997,2015-12-28,False,cleaner,Other
4114,2015-08-07,False,frankfurter,Other
1097,2015-09-25,False,frankfurter,Other
2568,2015-09-22,False,pip fruit,Produce
1997,2015-08-20,False,ham,Other
4987,2015-01-07,False,condensed milk,Dairy
2404,2015-06-02,False,soda,Beverages
1619,2015-03-04,False,beef,Meat
3640,2015-03-13,False,rolls/buns,Bakery
4537,2015-10-27,False,pork,Meat
3519,2015-07-30,False,sausage,Meat
3587,2015-06-08,False,sausage,Meat
1232,2015-07-01,False,butter,Other
2597,2015-08-15,True,berries,Other
1878,2015-01-10,True,sausage,Meat
2860,2015-03-01,True,sausage,Meat
4006,2015-06-14,True,sausage,Meat
4536,2015-09-13,True,hamburger meat,Other
4180,2015-06-04,False,other vegetables,Produce
1384,2015-03-23,False,soda,Beverages
3322,2015-10-11,True,sausage,Meat
2543,2015-08-13,False,rolls/buns,Bakery
3763,2015-06-27,True,beef,Meat
4459,2015-02-08,True,sausage,Meat
2736,2015-05-25,False,pork,Meat
1549,2015-03-18,False,rolls/buns,Bakery
2047,2015-12-20,True,pip fruit,Produce
3754,2015-01-22,False,whole milk,Dairy
2667,2015-06-16,False,frankfurter,Other
1829,2015-06-19,False,pork,Meat
1376,2015-06-30,False,sausage,Meat
2953,2015-01-04,True,packaged fruit/vegetables,Produce
3465,2015-06-14,True,coffee,Other
3120,2015-12-23,False,other vegetables,Produce
1301,2015-01-07,False,sausage,Meat
1865,2015-10-18,True,ham,Other
2772,2015-12-04,False,bottled water,Beverages
1875,2015-05-22,False,bottled water,Beverages
3358,2015-03-29,True,ham,Other
3255,2015-11-05,False,tropical fruit,Produce
3877,2015-05-27,False,tropical fruit,Produce
1480,2015-08-24,False,berries,Other
2850,2015-03-27,False,whole milk,Dairy
1699,2015-07-07,False,canned vegetables,Produce
3258,2015-05-20,False,other vegetables,Produce
4717,2015-05-03,True,pip fruit,Produce
3307,2015-06-28,True,other vegetables,Produce
2332,2015-12-15,False,tropical fruit,Produce
2431,2015-10-27,False,rolls/buns,Bakery
2312,2015-03-26,False,frankfurter,Other
2232,2015-01-15,False,root vegetables,Produce
3998,2015-12-14,False,chicken,Meat
3054,2015-06-28,True,meat,Other
4550,2015-03-26,False,canned beer,Beverages
1075,2015-07-20,False,frankfurter,Other
3898,2015-04-11,True,ham,Other
3374,2015-08-27,False,chicken,Meat
4262,2015-04-25,True,whole milk,Dairy
1151,2015-09-17,False,berries,Other
3669,2015-01-17,True,pork,Meat
4222,2015-12-27,True,cat food,Other
1914,2015-06-04,False,other vegetables,Produce
1306,2015-11-20,False,whole milk,Dairy
4229,2015-08-20,False,dishes,Other
2145,2015-12-12,True,whole milk,Dairy
1977,2015-01-12,False,whole milk,Dairy
4552,2015-06-19,False,pork,Meat
4013,2015-03-18,False,sausage,Meat
4566,2015-08-30,True,whipped/sour cream,Dairy
3111,2015-12-23,False,pork,Meat
3699,2015-12-12,True,chocolate,Other
2895,2015-08-14,False,long life bakery product,Other
3868,2015-08-19,False,beef,Meat
3215,2015-04-24,False,frankfurter,Other
2461,2015-10-04,True,tropical fruit,Produce
1452,2015-11-25,False,tropical fruit,Produce
4618,2015-12-16,False,frankfurter,Other
4721,2015-05-23,True,sausage,Meat
2712,2015-06-21,True,root vegetables,Produce
1458,2015-08-24,False,pork,Meat
3746,2015-11-09,False,chicken,Meat
3596,2015-04-20,False,other vegetables,Produce
4120,2015-12-11,False,whole milk,Dairy
3215,2015-07-21,False,whipped/sour cream,Dairy
1674,2015-04-02,False,zwieback,Other
3310,2015-05-14,False,pork,Meat
4783,2015-06-01,False,rolls/buns,Bakery
3741,2015-06-14,True,root vegetables,Produce
2466,2015-10-10,True,citrus fruit,Produce
1653,2015-12-07,False,pip fruit,Produce
2070,2015-06-28,True,sausage,Meat
1749,2015-01-04,True,frankfurter,Other
2625,2015-02-18,False,chicken,Meat
3002,2015-01-21,False,sausage,Meat
1064,2015-07-25,True,long life bakery product,Other
2127,2015-11-19,False,citrus fruit,Produce
4392,2015-08-16,True,other vegetables,Produce
1649,2015-05-26,False,pip fruit,Produce
4375,2015-04-29,False,tropical fruit,Produce
1699,2015-09-25,False,onions,Produce
2682,2015-12-01,False,root vegetables,Produce
2022,2015-06-03,False,rolls/buns,Bakery
2669,2015-03-29,True,frankfurter,Other
3025,2015-10-19,False,turkey,Other
3019,2015-12-19,True,butter milk,Dairy
4801,2015-08-04,False,whole milk,Dairy
3679,2015-09-25,False,onions,Produce
3380,2015-02-16,False,herbs,Other
3354,2015-11-29,True,berries,Other
1756,2015-09-23,False,ice cream,Dairy
3172,2015-03-01,True,whipped/sour cream,Dairy
3341,2015-12-15,False,chicken,Meat
1113,2015-08-05,False,bottled beer,Beverages
3339,2015-12-08,False,napkins,Other
3015,2015-10-10,True,sausage,Meat
3144,2015-04-27,False,tropical fruit,Produce
4106,2015-03-06,False,grapes,Other
1798,2015-01-01,False,beef,Meat
1493,2015-05-22,False,whipped/sour cream,Dairy
4454,2015-12-23,False,oil,Other
2935,2015-01-09,False,other vegetables,Produce
3328,2015-09-12,True,ice cream,Dairy
3915,2015-09-30,False,frankfurter,Other
1968,2015-08-21,False,hard cheese,Dairy
4355,2015-03-13,False,canned beer,Beverages
1580,2015-08-07,False,other vegetables,Produce
3703,2015-01-24,True,whole milk,Dairy
1497,2015-04-18,True,sausage,Meat
1340,2015-03-13,False,root vegetables,Produce
1102,2015-06-27,True,other vegetables,Produce
4223,2015-10-07,False,sliced cheese,Dairy
4190,2015-12-27,True,whole milk,Dairy
4695,2015-07-22,False,yogurt,Dairy
1421,2015-02-23,False,frankfurter,Other
3293,2015-05-09,True,sausage,Meat
3543,2015-02-25,False,citrus fruit,Produce
1153,2015-10-26,False,frankfurter,Other
4097,2015-11-14,True,bottled water,Beverages
1073,2015-12-03,False,finished products,Other
3390,2015-02-21,True,abrasive cleaner,Other
1768,2015-05-19,False,dessert,Other
1186,2015-04-26,True,other vegetables,Produce
4138,2015-09-04,False,curd,Other
2816,2015-10-11,True,bottled beer,Beverages
2568,2015-05-19,False,whipped/sour cream,Dairy
4512,2015-03-07,True,frankfurter,Other
1628,2015-11-19,False,soda,Beverages
3911,2015-03-05,False,specialty cheese,Dairy
3736,2015-03-31,False,other vegetables,Produce
4644,2015-07-02,False,misc. beverages,Other
1583,2015-05-31,True,bottled water,Beverages
3338,2015-08-17,False,soda,Beverages
2427,2015-01-08,False,other vegetables,Produce
1302,2015-08-26,False,citrus fruit,Produce
4499,2015-10-29,False,root vegetables,Produce
1785,2015-02-03,False,turkey,Other
3961,2015-12-24,False,yogurt,Dairy
2326,2015-07-16,False,citrus fruit,Produce
1319,2015-08-18,False,pip fruit,Produce
2370,2015-05-06,False,curd,Other
3118,2015-03-27,False,liver loaf,Other
1067,2015-03-05,False,whole milk,Dairy
2870,2015-10-25,True,beef,Meat
3843,2015-10-17,True,ice cream,Dairy
1978,2015-03-06,False,beef,Meat
1849,2015-06-25,False,pork,Meat
4077,2015-08-04,False,pip fruit,Produce
2494,2015-09-03,False,chicken,Meat
1442,2015-08-31,False,chicken,Meat
3840,2015-07-28,False,liqueur,Other
4288,2015-05-26,False,berries,Other
4877,2015-06-14,True,sausage,Meat
3215,2015-01-31,True,sausage,Meat
2425,2015-02-20,False,other vegetables,Produce
2345,2015-12-17,False,bottled beer,Beverages
1967,2015-10-27,False,sausage,Meat
2231,2015-12-03,False,bottled water,Beverages
3946,2015-02-13,False,newspapers,Other
3062,2015-08-01,True,soda,Beverages
2389,2015-11-13,False,packaged fruit/vegetables,Produce
3599,2015-11-21,True,dessert,Other
1737,2015-09-05,True,hamburger meat,Other
3612,2015-06-24,False,white bread,Bakery
4070,2015-07-27,False,sausage,Meat
3206,2015-06-29,False,shopping bags,Other
4065,2015-05-05,False,shopping bags,Other
3804,2015-06-21,True,beef,Meat
3308,2015-10-23,False,citrus fruit,Produce
2594,2015-05-21,False,citrus fruit,Produce
4521,2015-09-15,False,frozen potato products,Other
2226,2015-02-20,False,curd,Other
3620,2015-05-16,True,frankfurter,Other
1277,2015-10-23,False,whipped/sour cream,Dairy
3704,2015-09-28,False,whole milk,Dairy
3815,2015-06-27,True,pastry,Bakery
1724,2015-07-23,False,whole milk,Dairy
1619,2015-10-29,False,whole milk,Dairy
2193,2015-09-30,False,citrus fruit,Produce
4319,2015-10-26,False,whole milk,Dairy
1836,2015-09-08,False,oil,Other
1593,2015-01-31,True,meat,Other
4082,2015-01-18,True,specialty chocolate,Other
2934,2015-09-13,True,bottled beer,Beverages
2577,2015-01-26,False,ice cream,Dairy
4944,2015-10-03,True,other vegetables,Produce
3439,2015-08-25,False,beef,Meat
2475,2015-05-07,False,canned vegetables,Produce
2492,2015-05-11,False,beef,Meat
2337,2015-05-10,True,citrus fruit,Produce
4779,2015-11-09,False,sausage,Meat
2661,2015-05-01,False,bottled water,Beverages
1136,2015-11-03,False,tropical fruit,Produce
4286,2015-09-12,True,other vegetables,Produce
2810,2015-01-29,False,root vegetables,Produce
3294,2015-04-10,False,dessert,Other
1567,2015-04-01,False,chewing gum,Other
4381,2015-08-19,False,onions,Produce
2340,2015-10-10,True,pip fruit,Produce
2570,2015-08-24,False,soda,Beverages
4922,2015-12-17,False,packaged fruit/vegetables,Produce
1339,2015-05-23,True,tropical fruit,Produce
2245,2015-04-03,False,canned beer,Beverages
3583,2015-09-23,False,sausage,Meat
3469,2015-05-20,False,soda,Beverages
4092,2015-03-29,True,whole milk,Dairy
1629,2015-06-08,False,frozen dessert,Other
4763,2015-10-28,False,citrus fruit,Produce
4202,2015-12-02,False,coffee,Other
2314,2015-11-02,False,oil,Other
2903,2015-08-02,True,tropical fruit,Produce
4320,2015-12-11,False,soda,Beverages
4810,2015-08-15,True,chicken,Meat
1700,2015-10-30,False,other vegetables,Produce
3272,2015-06-21,True,dessert,Other
3762,2015-08-20,False,sausage,Meat
1125,2015-05-12,False,condensed milk,Dairy
3500,2015-01-31,True,brown bread,Bakery
1174,2015-01-26,False,pip fruit,Produce
4875,2015-10-26,False,bottled water,Beverages
4871,2015-09-19,True,shopping bags,Other
3009,2015-08-14,False,sausage,Meat
3593,2015-09-20,True,whole milk,Dairy
4954,2015-09-24,False,soda,Beverages
4864,2015-11-05,False,whole milk,Dairy
4464,2015-03-04,False,pastry,Bakery
3089,2015-10-17,True,citrus fruit,Produce
3764,2015-11-10,False,ice cream,Dairy
1804,2015-01-26,False,whole milk,Dairy
4804,2015-07-14,False,whole milk,Dairy
3545,2015-11-30,False,frankfurter,Other
3904,2015-01-30,False,citrus fruit,Produce
1893,2015-01-11,True,yogurt,Dairy
3418,2015-03-13,False,yogurt,Dairy
3694,2015-02-10,False,rolls/buns,Bakery
2613,2015-02-03,False,soda,Beverages
3141,2015-11-16,False,onions,Produce
4501,2015-03-26,False,butter milk,Dairy
3424,2015-05-01,False,frankfurter,Other
2564,2015-05-12,False,frozen dessert,Other
2575,2015-02-22,True,citrus fruit,Produce
4507,2015-08-15,True,tropical fruit,Produce
1492,2015-01-29,False,hard cheese,Dairy
1514,2015-04-08,False,whipped/sour cream,Dairy
1732,2015-05-29,False,pork,Meat
3161,2015-06-12,False,onions,Produce
3094,2015-10-06,False,tropical fruit,Produce
1585,2015-01-07,False,other vegetables,Produce
1707,2015-06-09,False,sausage,Meat
2467,2015-06-09,False,chocolate,Other
2143,2015-02-12,False,soda,Beverages
2088,2015-02-09,False,yogurt,Dairy
2814,2015-01-08,False,pip fruit,Produce
3940,2015-03-09,False,bottled water,Beverages
4177,2015-06-15,False,bottled beer,Beverages
4260,2015-10-19,False,frozen vegetables,Produce
2169,2015-11-01,True,detergent,Other
1612,2015-11-06,False,bottled water,Beverages
1464,2015-06-03,False,other vegetables,Produce
3870,2015-02-21,True,yogurt,Dairy
3253,2015-06-20,True,sweet spreads,Other
2784,2015-11-13,False,tropical fruit,Produce
2548,2015-11-11,False,whole milk,Dairy
4064,2015-02-10,False,citrus fruit,Produce
2309,2015-03-23,False,citrus fruit,Produce
3104,2015-05-13,False,citrus fruit,Produce
2849,2015-11-24,False,pork,Meat
3461,2015-06-26,False,yogurt,Dairy
1601,2015-12-02,False,beef,Meat
3701,2015-04-15,False,shopping bags,Other
3955,2015-11-23,False,whipped/sour cream,Dairy
4719,2015-12-28,False,other vegetables,Produce
1690,2015-08-21,False,sugar,Other
1315,2015-08-26,False,packaged fruit/vegetables,Produce
3772,2015-02-18,False,tropical fruit,Produce
3797,2015-09-16,False,whole milk,Dairy
3515,2015-07-03,False,canned beer,Beverages
4163,2015-03-13,False,tropical fruit,Produce
1374,2015-08-05,False,chewing gum,Other
2775,2015-01-07,False,tropical fruit,Produce
3937,2015-04-25,True,white wine,Beverages
3166,2015-03-14,True,whole milk,Dairy
1805,2015-06-09,False,canned beer,Beverages
2624,2015-05-21,False,tropical fruit,Produce
4072,2015-08-14,False,chicken,Meat
1794,2015-09-17,False,sweet spreads,Other
3673,2015-08-27,False,packaged fruit/vegetables,Produce
2696,2015-09-02,False,other vegetables,Produce
1991,2015-12-09,False,citrus fruit,Produce
2321,2015-01-26,False,whipped/sour cream,Dairy
2636,2015-05-19,False,hamburger meat,Other
4721,2015-07-06,False,bottled water,Beverages
3051,2015-02-09,False,frozen meals,Other
1705,2015-07-20,False,white bread,Bakery
4714,2015-08-30,True,pastry,Bakery
1327,2015-06-08,False,bottled beer,Beverages
4719,2015-09-26,True,tropical fruit,Produce
3185,2015-03-02,False,sausage,Meat
3621,2015-03-05,False,soda,Beverages
3308,2015-07-17,False,rolls/buns,Bakery
1915,2015-08-07,False,UHT-milk,Dairy
2753,2015-09-08,False,nuts/prunes,Other
2792,2015-10-24,True,canned beer,Beverages
1723,2015-12-08,False,tropical fruit,Produce
4398,2015-11-08,True,oil,Other
4667,2015-08-25,False,rolls/buns,Bakery
2691,2015-02-05,False,citrus fruit,Produce
1636,2015-12-05,True,berries,Other
2681,2015-05-02,True,beef,Meat
3854,2015-03-19,False,citrus fruit,Produce
2571,2015-07-17,False,frankfurter,Other
3789,2015-10-12,False,whole milk,Dairy
4119,2015-04-15,False,beef,Meat
3099,2015-07-18,True,pip fruit,Produce
1213,2015-02-07,True,domestic eggs,Other
2294,2015-08-31,False,root vegetables,Produce
2149,2015-05-23,True,softener,Other
4019,2015-08-28,False,whole milk,Dairy
4167,2015-09-06,True,frankfurter,Other
2885,2015-11-19,False,chicken,Meat
4706,2015-11-23,False,sausage,Meat
3786,2015-05-11,False,curd,Other
2019,2015-02-18,False,frankfurter,Other
4675,2015-10-31,True,pip fruit,Produce
4042,2015-04-30,False,yogurt,Dairy
2102,2015-02-14,True,rolls/buns,Bakery
2240,2015-12-01,False,chicken,Meat
2151,2015-07-16,False,beef,Meat
3878,2015-07-24,False,citrus fruit,Produce
4235,2015-09-25,False,beef,Meat
4817,2015-12-20,True,rolls/buns,Bakery
1992,2015-08-28,False,pastry,Bakery
3407,2015-03-25,False,canned beer,Beverages
3668,2015-10-22,False,whole milk,Dairy
3500,2015-07-21,False,pip fruit,Produce
1874,2015-06-15,False,citrus fruit,Produce
1343,2015-11-01,True,other vegetables,Produce
3234,2015-08-16,True,citrus fruit,Produce
1430,2015-10-27,False,beef,Meat
3772,2015-09-27,True,meat,Other
2981,2015-03-10,False,UHT-milk,Dairy
1287,2015-01-28,False,frankfurter,Other
1500,2015-03-08,True,sausage,Meat
2193,2015-04-14,False,bottled beer,Beverages
1997,2015-07-21,False,soda,Beverages
4546,2015-09-03,False,tropical fruit,Produce
4736,2015-07-21,False,other vegetables,Produce
1959,2015-03-30,False,hamburger meat,Other
1974,2015-05-03,True,fish,Other
2421,2015-09-02,False,frankfurter,Other
1513,2015-08-03,False,yogurt,Dairy
1905,2015-07-07,False,tropical fruit,Produce
2810,2015-09-08,False,meat,Other
2867,2015-11-12,False,bottled water,Beverages
3962,2015-09-18,False,hamburger meat,Other
1088,2015-11-30,False,meat,Other
4976,2015-07-17,False,frankfurter,Other
4056,2015-06-12,False,chicken,Meat
3611,2015-02-13,False,chicken,Meat
1420,2015-01-14,False,salty snack,Other
4286,2015-03-08,True,whole milk,Dairy
4918,2015-01-27,False,rolls/buns,Bakery
4783,2015-10-22,False,beef,Meat
3709,2015-10-26,False,citrus fruit,Produce
4289,2015-10-08,False,chicken,Meat
1559,2015-10-03,True,citrus fruit,Produce
2900,2015-04-11,True,bottled water,Beverages
1905,2015-02-21,True,sausage,Meat
3527,2015-09-29,False,pip fruit,Produce
1495,2015-01-09,False,frankfurter,Other
3558,2015-04-03,False,ham,Other
3128,2015-04-20,False,butter,Other
1863,2015-08-04,False,pork,Meat
3841,2015-07-19,True,pork,Meat
3903,2015-10-06,False,citrus fruit,Produce
2658,2015-10-16,False,canned beer,Beverages
4272,2015-06-06,True,berries,Other
1120,2015-09-26,True,condensed milk,Dairy
2676,2015-08-15,True,chicken,Meat
1697,2015-05-21,False,rolls/buns,Bakery
2507,2015-08-25,False,pork,Meat
4620,2015-03-11,False,whole milk,Dairy
3365,2015-02-01,True,root vegetables,Produce
2978,2015-06-05,False,chicken,Meat
2910,2015-07-28,False,root vegetables,Produce
1061,2015-09-05,True,tropical fruit,Produce
3276,2015-04-03,False,root vegetables,Produce
1326,2015-06-19,False,chewing gum,Other
3023,2015-07-28,False,root vegetables,Produce
2185,2015-10-11,True,chicken,Meat
3552,2015-06-16,False,canned beer,Beverages
1967,2015-01-20,False,whole milk,Dairy
4708,2015-03-20,False,citrus fruit,Produce
2874,2015-02-15,True,bottled beer,Beverages
4177,2015-04-13,False,whole milk,Dairy
1663,2015-02-07,True,onions,Produce
2632,2015-03-02,False,sausage,Meat
1377,2015-03-14,True,other vegetables,Produce
4162,2015-12-22,False,bottled beer,Beverages
2270,2015-07-01,False,whole milk,Dairy
4829,2015-11-03,False,yogurt,Dairy
3811,2015-04-14,False,sausage,Meat
4766,2015-09-29,False,specialty chocolate,Other
2436,2015-04-12,True,zwieback,Other
3860,2015-05-05,False,frozen vegetables,Produce
4875,2015-05-12,False,frankfurter,Other
1587,2015-07-01,False,whole milk,Dairy
4038,2015-07-08,False,frankfurter,Other
4750,2015-09-21,False,pork,Meat
1199,2015-12-10,False,canned vegetables,Produce
1603,2015-09-30,False,chicken,Meat
3111,2015-01-31,True,pip fruit,Produce
3894,2015-12-13,True,sausage,Meat
1456,2015-09-18,False,whole milk,Dairy
2022,2015-03-04,False,pork,Meat
2505,2015-11-30,False,chicken,Meat
4851,2015-12-20,True,coffee,Other
4293,2015-08-04,False,sausage,Meat
2775,2015-11-06,False,sausage,Meat
3693,2015-02-18,False,bottled beer,Beverages
1202,2015-07-22,False,curd cheese,Dairy
3699,2015-08-23,True,frankfurter,Other
4152,2015-04-15,False,sausage,Meat
4155,2015-01-26,False,soda,Beverages
4010,2015-12-29,False,rolls/buns,Bakery
4389,2015-10-20,False,tropical fruit,Produce
3746,2015-08-17,False,butter,Other
2560,2015-05-17,True,frankfurter,Other
1503,2015-07-25,True,finished products,Other
2555,2015-12-23,False,liver loaf,Other
3645,2015-12-12,True,frankfurter,Other
3886,2015-09-11,False,butter milk,Dairy
2932,2015-03-20,False,whole milk,Dairy
1711,2015-06-18,False,whole milk,Dairy
4291,2015-12-08,False,root vegetables,Produce
1143,2015-04-25,True,whole milk,Dairy
4564,2015-07-08,False,sausage,Meat
3337,2015-05-14,False,waffles,Other
4931,2015-05-04,False,citrus fruit,Produce
2623,2015-10-10,True,whole milk,Dairy
4581,2015-04-03,False,pork,Meat
2635,2015-06-11,False,berries,Other
1095,2015-10-30,False,bottled water,Beverages
2990,2015-05-23,True,chocolate,Other
2426,2015-06-05,False,fruit/vegetable juice,Produce
4555,2015-11-07,True,whole milk,Dairy
3635,2015-09-04,False,chocolate marshmallow,Other
3058,2015-05-18,False,chicken,Meat
4391,2015-03-26,False,hygiene articles,Other
1306,2015-06-23,False,pork,Meat
1024,2015-08-10,False,root vegetables,Produce
1295,2015-07-23,False,chicken,Meat
1661,2015-06-01,False,root vegetables,Produce
4591,2015-05-15,False,pip fruit,Produce
3169,2015-06-14,True,pip fruit,Produce
3915,2015-05-21,False,bottled beer,Beverages
1127,2015-01-14,False,rolls/buns,Bakery
4828,2015-08-08,True,whole milk,Dairy
3683,2015-06-10,False,candy,Other
1971,2015-09-18,False,curd,Other
3014,2015-11-11,False,sausage,Meat
2489,2015-05-04,False,herbs,Other
3564,2015-06-27,True,grapes,Other
4092,2015-09-30,False,sausage,Meat
3221,2015-01-13,False,bottled beer,Beverages
1279,2015-09-06,True,yogurt,Dairy
2581,2015-08-22,True,canned beer,Beverages
2295,2015-02-25,False,nuts/prunes,Other
4760,2015-02-22,True,grapes,Other
3649,2015-01-16,False,grapes,Other
1075,2015-11-19,False,citrus fruit,Produce
3987,2015-08-19,False,whole milk,Dairy
4106,2015-08-25,False,rolls/buns,Bakery
4338,2015-06-24,False,rolls/buns,Bakery
4166,2015-11-06,False,canned beer,Beverages
1211,2015-03-10,False,butter,Other
3954,2015-01-21,False,beef,Meat
3928,2015-07-18,True,soda,Beverages
3827,2015-09-30,False,sausage,Meat
4699,2015-02-08,True,sausage,Meat
4747,2015-06-08,False,cream cheese ,Dairy
3028,2015-06-09,False,long life bakery product,Other
2851,2015-03-16,False,other vegetables,Produce
4417,2015-02-25,False,canned beer,Beverages
3822,2015-03-07,True,bottled water,Beverages
2288,2015-05-31,True,sausage,Meat
2184,2015-06-30,False,pork,Meat
1345,2015-07-21,False,grapes,Other
4441,2015-11-09,False,bottled beer,Beverages
2540,2015-02-16,False,instant coffee,Other
1997,2015-06-06,True,berries,Other
2294,2015-07-26,True,citrus fruit,Produce
1523,2015-03-28,True,beef,Meat
3165,2015-08-18,False,yogurt,Dairy
4831,2015-04-12,True,frozen meals,Other
4073,2015-11-02,False,tropical fruit,Produce
3661,2015-07-25,True,citrus fruit,Produce
2019,2015-10-09,False,salty snack,Other
1092,2015-05-16,True,soda,Beverages
4078,2015-11-14,True,beef,Meat
4753,2015-06-21,True,citrus fruit,Produce
1279,2015-09-10,False,sausage,Meat
1012,2015-11-19,False,root vegetables,Produce
2362,2015-11-23,False,frankfurter,Other
2789,2015-02-06,False,curd,Other
3229,2015-08-07,False,curd,Other
1715,2015-05-03,True,whole milk,Dairy
4351,2015-01-16,False,whole milk,Dairy
4397,2015-06-27,True,onions,Produce
3653,2015-10-21,False,whole milk,Dairy
2730,2015-11-10,False,root vegetables,Produce
4321,2015-10-27,False,pip fruit,Produce
1086,2015-11-17,False,beef,Meat
1708,2015-12-28,False,citrus fruit,Produce
4293,2015-08-24,False,sausage,Meat
4524,2015-04-22,False,ice cream,Dairy
3783,2015-03-08,True,ice cream,Dairy
1460,2015-06-24,False,tropical fruit,Produce
2960,2015-12-19,True,tropical fruit,Produce
3442,2015-10-12,False,sparkling wine,Beverages
4059,2015-05-07,False,sausage,Meat
1822,2015-03-03,False,tropical fruit,Produce
1584,2015-07-10,False,long life bakery product,Other
1624,2015-02-04,False,whole milk,Dairy
4877,2015-11-06,False,ham,Other
1567,2015-04-11,True,frankfurter,Other
2018,2015-01-04,True,rolls/buns,Bakery
1182,2015-09-01,False,hamburger meat,Other
3401,2015-08-02,True,condensed milk,Dairy
4547,2015-01-18,True,whole milk,Dairy
3547,2015-10-21,False,bottled beer,Beverages
4831,2015-04-06,False,sausage,Meat
2851,2015-01-01,False,white bread,Bakery
3072,2015-02-28,True,other vegetables,Produce
1779,2015-10-28,False,beef,Meat
1823,2015-11-27,False,berries,Other
3360,2015-11-14,True,beef,Meat
1565,2015-10-15,False,whole milk,Dairy
4321,2015-05-08,False,frankfurter,Other
1293,2015-03-05,False,tropical fruit,Produce
3331,2015-07-25,True,whole milk,Dairy
2408,2015-05-19,False,citrus fruit,Produce
2742,2015-10-10,True,dessert,Other
3934,2015-05-01,False,whole milk,Dairy
4742,2015-06-22,False,pastry,Bakery
4405,2015-07-22,False,curd cheese,Dairy
3229,2015-03-25,False,other vegetables,Produce
2817,2015-12-22,False,male cosmetics,Other
3562,2015-12-30,False,finished products,Other
4442,2015-06-10,False,other vegetables,Produce
2022,2015-02-05,False,fruit/vegetable juice,Produce
4380,2015-11-03,False,berries,Other
3687,2015-12-22,False,other vegetables,Produce
2077,2015-05-07,False,roll products ,Bakery
3273,2015-03-15,True,sausage,Meat
3736,2015-11-27,False,beef,Meat
3190,2015-03-28,True,tropical fruit,Produce
